country_lc,country_en,country_code,postal_code,region1_lc,region1_en,region2_lc,region2_en,region3_lc,region3_en,timezone,utc,latitude,longitude
Togo,Togo,TG,,,Plateaux,,Agou,,Agou Kebo,Africa/Lome,UTC+0.0,6.86543912166916,0.746441728468951
Togo,Togo,TG,,,Plateaux,,Agou,,Agou Yiboe/Kati,Africa/Lome,UTC+0.0,6.89256906968807,0.846721519976602
Togo,Togo,TG,,,Plateaux,,Agou,,Amoussou Kope,Africa/Lome,UTC+0.0,6.68257247575941,0.842815917079587
Togo,Togo,TG,,,Plateaux,,Agou,,Gadja,Africa/Lome,UTC+0.0,6.80733942916258,0.846351081799308
Togo,Togo,TG,,,Plateaux,,Akébou,,Djon,Africa/Lome,UTC+0.0,7.72983144187057,0.765775429384024
Togo,Togo,TG,,,Plateaux,,Akébou,,Gbende,Africa/Lome,UTC+0.0,7.75893020422837,0.691074842175772
Togo,Togo,TG,,,Plateaux,,Akébou,,Kamina,Africa/Lome,UTC+0.0,7.92027131572408,0.91311791999322
Togo,Togo,TG,,,Plateaux,,Akébou,,Kougnohou,Africa/Lome,UTC+0.0,7.6673005783479,0.768725366890425
Togo,Togo,TG,,,Plateaux,,Akébou,,Kpalave,Africa/Lome,UTC+0.0,7.83190587245019,0.823643592412965
Togo,Togo,TG,,,Plateaux,,Akébou,,Seregbene,Africa/Lome,UTC+0.0,7.87123043783091,0.733313093964304
Togo,Togo,TG,,,Plateaux,,Akébou,,Veh,Africa/Lome,UTC+0.0,7.67261799179878,0.706587235197567
Togo,Togo,TG,,,Plateaux,,Akébou,,Yalla,Africa/Lome,UTC+0.0,7.76356711250053,0.619481052276045
Togo,Togo,TG,,,Plateaux,,Akébou,,Yalla,Africa/Lome,UTC+0.0,7.83183816156075,0.661198240634473
Togo,Togo,TG,,,Plateaux,,Amou,,Adiva,Africa/Lome,UTC+0.0,7.50537294908015,1.01482947476396
Togo,Togo,TG,,,Plateaux,,Amou,,Amou-Oblo,Africa/Lome,UTC+0.0,7.36123561374679,0.86587213688338
Togo,Togo,TG,,,Plateaux,,Amou,,Avedje,Africa/Lome,UTC+0.0,7.42225482233971,1.12790102578795
Togo,Togo,TG,,,Plateaux,,Amou,,Ekpegnon,Africa/Lome,UTC+0.0,7.3018129599095,0.99755832035902
Togo,Togo,TG,,,Plateaux,,Amou,,Evou,Africa/Lome,UTC+0.0,7.52776694426466,1.03233813857135
Togo,Togo,TG,,,Plateaux,,Amou,,Game,Africa/Lome,UTC+0.0,7.78766968402039,1.03923872714607
Togo,Togo,TG,,,Plateaux,,Amou,,Hiheatro,Africa/Lome,UTC+0.0,7.59110192444833,1.02530670208999
Togo,Togo,TG,,,Plateaux,,Amou,,Imle,Africa/Lome,UTC+0.0,7.46398030215931,0.979327256159987
Togo,Togo,TG,,,Plateaux,,Amou,,Kpategan,Africa/Lome,UTC+0.0,7.35860734357496,1.04809761924856
Togo,Togo,TG,,,Plateaux,,Amou,,Okpahoe,Africa/Lome,UTC+0.0,7.61945898257286,1.01242114708877
Togo,Togo,TG,,,Plateaux,,Amou,,Otadi,Africa/Lome,UTC+0.0,7.70645749867808,0.982673992903502
Togo,Togo,TG,,,Plateaux,,Amou,,Ouma-Amlame,Africa/Lome,UTC+0.0,7.45353527492784,0.911495645404507
Togo,Togo,TG,,,Plateaux,,Amou,,Sodo,Africa/Lome,UTC+0.0,7.32799860956043,0.823880943244639
Togo,Togo,TG,,,Plateaux,,Amou,,Temedja,Africa/Lome,UTC+0.0,7.45889434445475,1.07833799575488
Togo,Togo,TG,,,Plateaux,,Anié,,Adogbenou,Africa/Lome,UTC+0.0,7.79593668126406,1.52101605963252
Togo,Togo,TG,,,Plateaux,,Anié,,Anie,Africa/Lome,UTC+0.0,7.77205941175699,1.20151081281547
Togo,Togo,TG,,,Plateaux,,Anié,,Atchinedji,Africa/Lome,UTC+0.0,7.60178053561136,1.39566888689427
Togo,Togo,TG,,,Plateaux,,Anié,,Glitto,Africa/Lome,UTC+0.0,7.59321871469064,1.55887561344776
Togo,Togo,TG,,,Plateaux,,Anié,,Kolokope,Africa/Lome,UTC+0.0,7.77447870138794,1.29460708979247
Togo,Togo,TG,,,Plateaux,,Anié,,Pallakoko,Africa/Lome,UTC+0.0,7.87955869222424,1.10980868671828
Togo,Togo,TG,,,Plateaux,,Danyi,,Ahlon,Africa/Lome,UTC+0.0,7.28445731567518,0.664551096766403
Togo,Togo,TG,,,Plateaux,,Danyi,,Danyi-Kakpa,Africa/Lome,UTC+0.0,7.14623801039864,0.650162588538428
Togo,Togo,TG,,,Plateaux,,Danyi,,Danyi Kpeto-Evita,Africa/Lome,UTC+0.0,7.26441224438403,0.750364409112919
Togo,Togo,TG,,,Plateaux,,Danyi,,Elavagnon/Atigba,Africa/Lome,UTC+0.0,7.29420810223358,0.710959034594784
Togo,Togo,TG,,,Plateaux,,Danyi,,Yikpa,Africa/Lome,UTC+0.0,7.1285137877375,0.614301037725538
Togo,Togo,TG,,,Plateaux,,Est-Mono,,Badin,Africa/Lome,UTC+0.0,8.28980047724322,1.54441817899546
Togo,Togo,TG,,,Plateaux,,Est-Mono,,Elavagnon,Africa/Lome,UTC+0.0,7.93667647311893,1.33030829928104
Togo,Togo,TG,,,Plateaux,,Est-Mono,,Gbadjahe,Africa/Lome,UTC+0.0,7.85327351788499,1.36394072680865
Togo,Togo,TG,,,Plateaux,,Est-Mono,,Kamina,Africa/Lome,UTC+0.0,8.05969086752258,1.56007583251387
Togo,Togo,TG,,,Plateaux,,Est-Mono,,Kpessi,Africa/Lome,UTC+0.0,8.10369556778191,1.30366407122085
Togo,Togo,TG,,,Plateaux,,Est-Mono,,Moretan,Africa/Lome,UTC+0.0,8.22715083812181,1.38037702954867
Togo,Togo,TG,,,Plateaux,,Est-Mono,,Nyamassila,Africa/Lome,UTC+0.0,7.95747288809901,1.20229065717476
Togo,Togo,TG,,,Plateaux,,Haho,,Assrama,Africa/Lome,UTC+0.0,6.98989205363097,1.45702993287215
Togo,Togo,TG,,,Plateaux,,Haho,,Atsave,Africa/Lome,UTC+0.0,6.8762698519967,1.30678486202273
Togo,Togo,TG,,,Plateaux,,Haho,,Dalia,Africa/Lome,UTC+0.0,6.81048150541668,1.19999378229753
Togo,Togo,TG,,,Plateaux,,Haho,,Djemegni,Africa/Lome,UTC+0.0,7.02327129176399,1.30814635248083
Togo,Togo,TG,,,Plateaux,,Haho,,Kpedome,Africa/Lome,UTC+0.0,7.07404729378028,1.11938490963496
Togo,Togo,TG,,,Plateaux,,Haho,,Kpegnon/Haito,Africa/Lome,UTC+0.0,7.19424871825163,0.975062742449282
Togo,Togo,TG,,,Plateaux,,Haho,,Notse,Africa/Lome,UTC+0.0,6.9286240696904,1.05380003798494
Togo,Togo,TG,,,Plateaux,,Haho,,Wahala,Africa/Lome,UTC+0.0,7.19307103898949,1.28651478141698
Togo,Togo,TG,,,Plateaux,,Kloto,,Agome,Africa/Lome,UTC+0.0,6.93224146897686,0.609194563832937
Togo,Togo,TG,,,Plateaux,,Kloto,,Agome-Tomegbe,Africa/Lome,UTC+0.0,6.94755243666122,0.548846287080511
Togo,Togo,TG,,,Plateaux,,Kloto,,Gbalave,Africa/Lome,UTC+0.0,6.86883526862878,0.597885267660083
Togo,Togo,TG,,,Plateaux,,Kloto,,Hanyigba,Africa/Lome,UTC+0.0,6.89803353591376,0.595973743850407
Togo,Togo,TG,,,Plateaux,,Kloto,,Kouma,Africa/Lome,UTC+0.0,6.97636324083417,0.592949747786209
Togo,Togo,TG,,,Plateaux,,Kloto,,Kpadape,Africa/Lome,UTC+0.0,6.79932656598875,0.604280771679059
Togo,Togo,TG,,,Plateaux,,Kloto,,Kpime,Africa/Lome,UTC+0.0,6.99106223242371,0.655789049185955
Togo,Togo,TG,,,Plateaux,,Kloto,,Lavie/ Apedome,Africa/Lome,UTC+0.0,7.0230968600993,0.679230838806541
Togo,Togo,TG,,,Plateaux,,Kloto,,Tome,Africa/Lome,UTC+0.0,6.81606347084094,0.646587501028082
Togo,Togo,TG,,,Plateaux,,Kloto,,Tove,Africa/Lome,UTC+0.0,6.87505565846775,0.657117240331199
Togo,Togo,TG,,,Plateaux,,Kloto,,Wome,Africa/Lome,UTC+0.0,6.84835691004854,0.557579874813299
Togo,Togo,TG,,,Plateaux,,Kloto,,Yokele,Africa/Lome,UTC+0.0,6.9323712803967,0.683469102082909
Togo,Togo,TG,,,Plateaux,,Kpélé,,Adeta,Africa/Lome,UTC+0.0,7.10243178826525,0.84124769385184
Togo,Togo,TG,,,Plateaux,,Kpélé,,Akata,Africa/Lome,UTC+0.0,7.04967313057149,0.720308301167192
Togo,Togo,TG,,,Plateaux,,Kpélé,,Gbaladze,Africa/Lome,UTC+0.0,7.2037595220701,0.771034010138092
Togo,Togo,TG,,,Plateaux,,Kpélé,,Govie,Africa/Lome,UTC+0.0,7.15052427566763,0.778451033307564
Togo,Togo,TG,,,Plateaux,,Kpélé,,Kame,Africa/Lome,UTC+0.0,7.22925525742163,0.839031389076835
Togo,Togo,TG,,,Plateaux,,Kpélé,,Kpele-Centre,Africa/Lome,UTC+0.0,7.178395028309,0.848795004269009
Togo,Togo,TG,,,Plateaux,,Kpélé,,Kpele-Dawlotou,Africa/Lome,UTC+0.0,7.01495695628614,0.831829634445398
Togo,Togo,TG,,,Plateaux,,Kpélé,,Kpele-Dutoe,Africa/Lome,UTC+0.0,7.25613391089096,0.853362813281292
Togo,Togo,TG,,,Plateaux,,Kpélé,,Kpele-Nord,Africa/Lome,UTC+0.0,7.28720449784647,0.872963610982245
Togo,Togo,TG,,,Plateaux,,Moyen-Mono,,Ahassome,Africa/Lome,UTC+0.0,7.20419799614328,1.49126868483597
Togo,Togo,TG,,,Plateaux,,Moyen-Mono,,Katome,Africa/Lome,UTC+0.0,7.36872946033828,1.61603169240208
Togo,Togo,TG,,,Plateaux,,Moyen-Mono,,Kpekpleme,Africa/Lome,UTC+0.0,7.30013873125832,1.58313553859409
Togo,Togo,TG,,,Plateaux,,Moyen-Mono,,Saligbe,Africa/Lome,UTC+0.0,7.23909862077408,1.58083582245284
Togo,Togo,TG,,,Plateaux,,Moyen-Mono,,Tado,Africa/Lome,UTC+0.0,7.14243327482988,1.56496948508631
Togo,Togo,TG,,,Plateaux,,Moyen-Mono,,Tohoun,Africa/Lome,UTC+0.0,7.04661316567187,1.59828918536711
Togo,Togo,TG,,,Plateaux,,Ogou,,Akpare,Africa/Lome,UTC+0.0,7.46348622144019,1.34416759827255
Togo,Togo,TG,,,Plateaux,,Ogou,,Datcha,Africa/Lome,UTC+0.0,7.40361573989441,1.18905598074535
Togo,Togo,TG,,,Plateaux,,Ogou,,Glei,Africa/Lome,UTC+0.0,7.28392643902949,1.21455343063988
Togo,Togo,TG,,,Plateaux,,Ogou,,Gnagna,Africa/Lome,UTC+0.0,7.50390001555551,1.17082426300745
Togo,Togo,TG,,,Plateaux,,Ogou,,Houdou,Africa/Lome,UTC+0.0,7.61669239196519,1.17876528525412
Togo,Togo,TG,,,Plateaux,,Ogou,,Katore,Africa/Lome,UTC+0.0,7.37670441300214,1.32163225174689
Togo,Togo,TG,,,Plateaux,,Ogou,,Ogou,Africa/Lome,UTC+0.0,7.60993692094547,1.22787206907192
Togo,Togo,TG,,,Plateaux,,Ogou,,Ountivou,Africa/Lome,UTC+0.0,7.42150486017515,1.53898667303495
Togo,Togo,TG,,,Plateaux,,Wawa,,Badou,Africa/Lome,UTC+0.0,7.56962140237806,0.574211401315599
Togo,Togo,TG,,,Plateaux,,Wawa,,Doume,Africa/Lome,UTC+0.0,7.55016109269641,0.775861003458379
Togo,Togo,TG,,,Plateaux,,Wawa,,Gobe/Eketo/Gbadi N'Kugna,Africa/Lome,UTC+0.0,7.45576330135486,0.750586702436392
Togo,Togo,TG,,,Plateaux,,Wawa,,Kessibo,Africa/Lome,UTC+0.0,7.64318081410992,0.62346408558632
Togo,Togo,TG,,,Plateaux,,Wawa,,Klabe Efoukpa,Africa/Lome,UTC+0.0,7.60460648113182,0.758825186746925
Togo,Togo,TG,,,Plateaux,,Wawa,,Kpete Bena,Africa/Lome,UTC+0.0,7.44553386312465,0.582417349233288
Togo,Togo,TG,,,Plateaux,,Wawa,,Okou,Africa/Lome,UTC+0.0,7.56861061444661,0.860751722553169
Togo,Togo,TG,,,Plateaux,,Wawa,,Ounabe,Africa/Lome,UTC+0.0,7.55805973990579,0.945395787972125
Togo,Togo,TG,,,Plateaux,,Wawa,,Tomegbe,Africa/Lome,UTC+0.0,7.51434084079746,0.600468031102515
Togo,Togo,TG,,,Savanes,,Cinkassé,,Biankouri,Africa/Lome,UTC+0.0,11.023904839656,0.05357747147043
Togo,Togo,TG,,,Savanes,,Cinkassé,,Boade,Africa/Lome,UTC+0.0,11.1069727955523,-0.06134017795923
Togo,Togo,TG,,,Savanes,,Cinkassé,,Cinkasse,Africa/Lome,UTC+0.0,11.0870651602548,0.034419902607612
Togo,Togo,TG,,,Savanes,,Cinkassé,,Gnoaga,Africa/Lome,UTC+0.0,11.1111138640143,-0.095860038845966
Togo,Togo,TG,,,Savanes,,Cinkassé,,Gouloungoussi,Africa/Lome,UTC+0.0,11.1191740169033,-0.12005313721775
Togo,Togo,TG,,,Savanes,,Cinkassé,,Nadjoundi,Africa/Lome,UTC+0.0,11.0033481404709,0.194083229315273
Togo,Togo,TG,,,Savanes,,Cinkassé,,Sam-Naba,Africa/Lome,UTC+0.0,11.0597352400457,0.140388812990019
Togo,Togo,TG,,,Savanes,,Cinkassé,,Timbou,Africa/Lome,UTC+0.0,11.026896602931,0.114121017547146
Togo,Togo,TG,,,Savanes,,Kpendjal,,Borgou,Africa/Lome,UTC+0.0,10.7519430968791,0.621975958782701
Togo,Togo,TG,,,Savanes,,Kpendjal,,Koundjoare,Africa/Lome,UTC+0.0,10.9366044509609,0.663723985201454
Togo,Togo,TG,,,Savanes,,Kpendjal,,Mandouri,Africa/Lome,UTC+0.0,10.900873652802,0.806307760914267
Togo,Togo,TG,,,Savanes,,Kpendjal,,Tambigou,Africa/Lome,UTC+0.0,10.7456572832949,0.78901389962914
Togo,Togo,TG,,,Savanes,,Naki-Ouest,,Kpendjaga / Papri,Africa/Lome,UTC+0.0,10.9918980193185,0.415974097249554
Togo,Togo,TG,,,Savanes,,Naki-Ouest,,Naki-Est,Africa/Lome,UTC+0.0,10.7303263153902,0.410627117850508
Togo,Togo,TG,,,Savanes,,Naki-Ouest,,Namoundjoga,Africa/Lome,UTC+0.0,10.8893004993612,0.435883492455871
Togo,Togo,TG,,,Savanes,,Naki-Ouest,,Nayega,Africa/Lome,UTC+0.0,10.7458844980282,0.419329478505605
Togo,Togo,TG,,,Savanes,,Naki-Ouest,,Ogaro,Africa/Lome,UTC+0.0,10.7749183038397,0.483985973559776
Togo,Togo,TG,,,Savanes,,Naki-Ouest,,Pogno,Africa/Lome,UTC+0.0,10.9561508447421,0.51793370207629
Togo,Togo,TG,,,Savanes,,Naki-Ouest,,Tambonga,Africa/Lome,UTC+0.0,10.9397325849523,0.45327996885408
Togo,Togo,TG,,,Savanes,,Oti,,Barkoissi,Africa/Lome,UTC+0.0,10.5812279847434,0.325826235292731
Togo,Togo,TG,,,Savanes,,Oti,,Fare,Africa/Lome,UTC+0.0,10.1709040968901,0.381443858962792
Togo,Togo,TG,,,Savanes,,Oti,,Galangashie,Africa/Lome,UTC+0.0,10.4768838094541,0.349808989407703
Togo,Togo,TG,,,Savanes,,Oti,,Loko,Africa/Lome,UTC+0.0,10.5402888966741,0.246915394441441
Togo,Togo,TG,,,Savanes,,Oti,,Mango,Africa/Lome,UTC+0.0,10.3509667408304,0.45801394701777
Togo,Togo,TG,,,Savanes,,Oti,,Nagbeni,Africa/Lome,UTC+0.0,10.6264512213493,0.421364310870656
Togo,Togo,TG,,,Savanes,,Oti,,Sadori,Africa/Lome,UTC+0.0,10.2460192343228,0.435197670700202
Togo,Togo,TG,,,Savanes,,Oti,,Tchanaga,Africa/Lome,UTC+0.0,10.5450884853189,0.535905419138868
Togo,Togo,TG,,,Savanes,,Oti-Sud,,Gando,Africa/Lome,UTC+0.0,10.3046989253219,0.77876464735052
Togo,Togo,TG,,,Savanes,,Oti-Sud,,Koumongou,Africa/Lome,UTC+0.0,10.161455523431,0.498659456707465
Togo,Togo,TG,,,Savanes,,Oti-Sud,,Kountoire,Africa/Lome,UTC+0.0,10.095889088209,0.624870236637083
Togo,Togo,TG,,,Savanes,,Oti-Sud,,Mogou,Africa/Lome,UTC+0.0,10.4428953643966,0.627121278166167
Togo,Togo,TG,,,Savanes,,Oti-Sud,,Nali,Africa/Lome,UTC+0.0,10.0605164242101,0.465288563212875
Togo,Togo,TG,,,Savanes,,Oti-Sud,,Sagbiebou,Africa/Lome,UTC+0.0,10.2405676171907,0.640092744302591
Togo,Togo,TG,,,Savanes,,Oti-Sud,,Takpamba,Africa/Lome,UTC+0.0,9.95217467179574,0.589850745743651
Togo,Togo,TG,,,Savanes,,Oti-Sud,,Tchamonga,Africa/Lome,UTC+0.0,10.5750219265574,0.738662830612958
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Bagou,Africa/Lome,UTC+0.0,10.677800911272,0.028976330959973
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Bogou,Africa/Lome,UTC+0.0,10.6497712244501,0.16218657494448
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Bombouaka,Africa/Lome,UTC+0.0,10.7263880006437,0.211450974515503
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Boulogou,Africa/Lome,UTC+0.0,10.6355192911843,0.285727081190194
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Doukpergou,Africa/Lome,UTC+0.0,10.6363358543677,0.062841890958567
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Goundoga,Africa/Lome,UTC+0.0,10.7128700327762,0.167547479713252
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Loko,Africa/Lome,UTC+0.0,10.5988367112831,0.245942907985659
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Lokpano,Africa/Lome,UTC+0.0,10.5960450238531,0.11197617546627
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Mamproug,Africa/Lome,UTC+0.0,10.6720466243056,-0.032081485218079
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Nandoga,Africa/Lome,UTC+0.0,10.6355484541175,0.218964099483772
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Nano,Africa/Lome,UTC+0.0,10.700469671983,0.092665832549932
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Pligou,Africa/Lome,UTC+0.0,10.676601772146,0.274393647999811
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Sangou,Africa/Lome,UTC+0.0,10.5913043861321,0.062194151983998
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Sissiak,Africa/Lome,UTC+0.0,10.7488315417645,0.124659736651821
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Tamongue,Africa/Lome,UTC+0.0,10.5183828991113,0.17643172051878
Togo,Togo,TG,,,Savanes,,Tandjouaré,,Tampialime,Africa/Lome,UTC+0.0,10.7533388638626,0.02218205499736
Togo,Togo,TG,,,Savanes,,Tône,,Bidjenga,Africa/Lome,UTC+0.0,10.7007334293416,0.298865080967479
Togo,Togo,TG,,,Savanes,,Tône,,Dapaong,Africa/Lome,UTC+0.0,10.8664106301042,0.216721609755652
Togo,Togo,TG,,,Savanes,,Tône,,Kantindi,Africa/Lome,UTC+0.0,10.9137551266938,0.279580453662667
Togo,Togo,TG,,,Savanes,,Tône,,Korbongou,Africa/Lome,UTC+0.0,10.9639849679975,0.340713097101367
Togo,Togo,TG,,,Savanes,,Tône,,Kourientre,Africa/Lome,UTC+0.0,11.0090195148857,0.24306116404252
Togo,Togo,TG,,,Savanes,,Tône,,Lotogou/Warkambou,Africa/Lome,UTC+0.0,10.8083261888145,0.008532824119223
Togo,Togo,TG,,,Savanes,,Tône,,Lotogou/Warkambou,Africa/Lome,UTC+0.0,10.9062674672439,-0.014498032798108
Togo,Togo,TG,,,Savanes,,Tône,,Louanga,Africa/Lome,UTC+0.0,10.8845664914575,0.343877976295345
Togo,Togo,TG,,,Savanes,,Tône,,Naki-Ouest,Africa/Lome,UTC+0.0,10.922038948307,0.059141675059201
Togo,Togo,TG,,,Savanes,,Tône,,Namare,Africa/Lome,UTC+0.0,10.9744215001009,0.075470157350052
Togo,Togo,TG,,,Savanes,,Tône,,Nanergou,Africa/Lome,UTC+0.0,10.9284544042491,0.145271454770924
Togo,Togo,TG,,,Savanes,,Tône,,Natigou,Africa/Lome,UTC+0.0,10.9869295640616,0.264749233985616
Togo,Togo,TG,,,Savanes,,Tône,,Nioukpourma,Africa/Lome,UTC+0.0,10.8401790685138,0.129767397798044
Togo,Togo,TG,,,Savanes,,Tône,,Pana,Africa/Lome,UTC+0.0,10.7695287806218,0.265992635373824
Togo,Togo,TG,,,Savanes,,Tône,,Poissongui,Africa/Lome,UTC+0.0,11.0479686179065,0.218664613236512
Togo,Togo,TG,,,Savanes,,Tône,,Sanfatoute,Africa/Lome,UTC+0.0,11.0222805486243,0.317342542978602
Togo,Togo,TG,,,Savanes,,Tône,,Tami,Africa/Lome,UTC+0.0,10.857314124284,0.048540253683011
Togo,Togo,TG,,,Savanes,,Tône,,Toaga,Africa/Lome,UTC+0.0,10.8797559989514,0.247953048288302
